id_hal	Translation_id	Postedit_id	line_id	source	translation	postedition
3887189	15960	337	7	Materials and Methods	Matériels et méthodes	Matériels et méthodes
3887189	15960	337	8	Based on the literature across multiple researcho fields (NLP, bioinformatics and clinical informatics) we selected articles which (1) review reproducibility practices and (2) highlight a set of rules or guidelines to ensure tool or pipeline reproducibility.	À partir de la documentation dans de multiples domaines de recherche (PNL, bioinformatique et informatique clinique), nous avons sélectionné des articles qui (1) examinent les pratiques de reproductibilité et (2) mettent en évidence un ensemble de règles ou de lignes directrices pour assurer la reproductibilité de l'outil ou du pipeline.	À partir de la littérature de plusieurs domaines de recherche (TAL, bioinformatique et informatique clinique), nous avons sélectionné des articles qui (1) examinent les pratiques de reproductibilité et (2) mettent en évidence un ensemble de règles ou de lignes directrices pour assurer la reproductibilité des outils ou des chaînes de traitement.
3887189	15960	337	9	We aggregate insight from the literature to define reproducibility recommendations.	Nous avons regroupé les connaissances tirées de la documentation pour définir les recommandations en matière de reproductibilité.	Nous avons analysé les connaissances issues de la littérature pour définir des recommandations en matière de reproductibilité.
3887189	15960	337	10	Finally, we assess the compliance of 7 NLP frameworks to the recommendations.	Enfin, nous évaluons la conformité de 7 cadres de PNL aux recommandations.	Enfin, nous évaluons la conformité de 7 outils de TAL à ces recommandations.
3887189	15960	337	11	Results	Résultats	Résultats
3887189	15960	337	12	We identified 40 reproducibility features from 8 selected articles.	Nous avons identifié 40 caractéristiques de reproductibilité à partir de 8 articles sélectionnés.	Nous avons identifié 40 critères de reproductibilité à partir de 8 articles sélectionnés.
3887189	15960	337	13	Frameworks based on WMS match more than 50% of features (26 features for LAPPS Grid, 22 features for OpenMinted) compared to 18 features for current clinical NLP framework (cTakes, CLAMP) and 17 features for GATE, ScispaCy, and Textflows.	Les cadres basés sur WMS correspondent à plus de 50 % des fonctionnalités (26 fonctionnalités pour LAPPS Grid, 22 fonctionnalités pour OpenMinted), contre 18 fonctionnalités pour le framework NLP clinique actuel (ctakes, CLAMP) et 17 fonctionnalités pour GATE, ScispaCy et Textflows.	Les outils reposant sur des WMS remplissent plus de 50 % des critères (26 critères pour LAPPS Grid, 22 critères pour OpenMinted), contre 18 critères pour les outils de TAL clinique actuels (ctakes, CLAMP) et 17 critères pour GATE, ScispaCy et Textflows.
3887189	15960	337	14	Discussion	Discussion	Discussion
3887189	15960	337	15	34 recommendations are endorsed by at least 2 articles from our selection.	34 recommandations sont approuvées par au moins 2 articles de notre sélection.	34 recommandations sont attestées par au moins 2 articles de notre sélection.
3887189	15960	337	16	Overall, 15 features were adopted by every NLP Framework.	En tout, 15 caractéristiques ont été adoptées par chaque cadre de PNL.	En tout, 15 critères ont été adoptées par chacun des outils évalués.
3887189	15960	337	17	Nevertheless, frameworks based on WMS had a better compliance with the features.	Néanmoins, les cadres basés sur WMS avaient une meilleure conformité avec les fonctionnalités.	Néanmoins, les outils reposant sur des WMS avaient une meilleure conformité avec les critères de reproductibilité.
3887189	15960	337	18	Conclusion	Conclusion	Conclusion
3887189	15960	337	19	NLP frameworks could benefit from lessons learned from the bioinformatics field (eg, public repositories of curated tools and workflows or use of containers for shareability) to enhance the reproducibility in a clinical setting.	Les cadres de PNL pourraient tirer profit des leçons apprises dans le domaine de la bioinformatique (p. ex., dépôts publics d'outils et de flux de travail organisés ou utilisation de conteneurs pour le partage) pour améliorer la reproductibilité en milieu clinique.	Les outils de TAL pourraient tirer profit des leçons apprises dans le domaine de la bioinformatique (p. ex., dépôts publics d'outils et de workflows organisés ou utilisation de conteneurs pour le partage) pour améliorer la reproductibilité dans le domaine clinique.
3693686	987	341	0	Use of a Citizen Science Platform for the Creation of a Language Resource to Study Bias in Language Models for French: a case study	Utilisation d’une plateforme scientifique citoyenne pour la création d’une ressource linguistique pour étudier les bias dans les modèles linguistiques pour le français: une étude de cas	Utilisation d’une plateforme scientifique citoyenne pour la création d’une ressource linguistique pour étudier les bias dans les modèles de langue du français: une étude de cas
3693686	987	341	1	There is a growing interest in the evaluation of bias, fairness and social impact of Natural Language Processing models and tools.	On s’intéresse de plus en plus à l’évaluation des préjugés, de l’équité et de l’impact social des modèles et des outils de traitement du langage naturel.	L’évaluation des biais, de l’équité et de l’impact sociétal des modèles et des outils de traitement automatique de la langue connaissent un intérêt croissant.
3693686	987	341	2	However, little resources are available for this task in languages other than English.	Cependant, peu de ressources sont disponibles pour cette tâche dans des langues autres que l’anglais.	Cependant, peu de ressources sont disponibles pour cette tâche dans des langues autres que l’anglais.
3693686	987	341	3	Translation of resources originally developed for English is a promising research direction.	La traduction des ressources initialement développées pour l’anglais est une orientation de recherche prometteuse.	La traduction des ressources initialement développées pour l’anglais est une piste de recherche prometteuse.
3693686	987	341	4	However, there is also a need for complementing translated resources by newly sourced resources in the original languages and social contexts studied.	Cependant, il est également nécessaire de compléter les ressources traduites par des ressources nouvellement obtenues dans les langues originales et les contextes sociaux étudiés.	Cependant, il est également nécessaire de compléter les ressources traduites par des ressources nouvellement obtenues dans les langues natives et les contextes sociétaux étudiés.
3693686	987	341	5	In order to collect a language resource for the study of biases in Language Models for French, we decided to resort to citizen science.	Afin de recueillir une ressource linguistique pour l’étude des préjugés dans les modèles linguistiques pour le français, nous avons décidé de recourir à la science citoyenne.	Afin de recueillir une ressource linguistique pour l’étude des biais dans les modèles de langue du français, nous avons décidé de recourir à la science citoyenne.
3693686	987	341	6	We created three tasks on the LanguageARC citizen science platform to assist with the translation of an existing resource from English into French as well as the collection of complementary resources in native French.	Nous avons créé trois tâches sur la plateforme de science citoyenne LanguageARC pour aider à la traduction d’une ressource existante de l’anglais vers le français ainsi qu’à la collecte de ressources complémentaires en français natif.	Nous avons créé trois tâches sur la plateforme de science citoyenne LanguageARC pour aider à la traduction d’une ressource existante de l’anglais vers le français ainsi qu’à la collecte de ressources complémentaires en français natif.
3693686	987	341	7	We successfully collected data for all three tasks from a total of 102 volunteer participants.	Nous avons recueilli avec succès des données pour les trois tâches auprès d’un total de 102 participants volontaires.	Nous avons recueilli avec succès des données pour les trois tâches auprès d’un total de 102 participants volontaires.
3693686	987	341	8	Participants from different parts of the world contributed and we noted that although calls sent to mailing lists had a positive impact on participation, some participants pointed barriers to contributions due to the collection platform.	Des participants de différentes parties du monde ont contribué et nous avons noté que, bien que les appels envoyés aux listes de diffusion aient eu un impact positif sur la participation, certains participants ont souligné les obstacles aux contributions en raison de la plate-forme de collecte.	Des participants de différentes parties du monde ont contribué et nous avons noté que, bien que les appels envoyés aux listes de diffusion aient eu un impact positif sur la participation, certains participants ont signalé des obstacles aux contributions dues à la plate-forme de collecte.
3505095	17720	158	0	On the use of linguistic similarities to improve Neural Machine Translation for African Languages	Sur l'utilisation des similarités linguistiques pour améliorer la traduction automatique neuronale pour les langues africaines	De l'utilisation des similarités linguistiques pour l'amélioration de la traduction automatique neuronale des langues africaines
3505095	17720	158	1	In recent years, there has been a resurgence in research on empirical methods for machine translation.	Ces dernières années, la recherche sur les méthodes empiriques de traduction automatique a connu un regain d'intérêt.	Ces dernières années, la recherche sur les méthodes empiriques de traduction automatique a connu un regain d'intérêt.
3505095	17720	158	2	Most of this research has been focused on high-resource, European languages.	La plupart de ces recherches se sont concentrées sur les langues européennes à ressources élevées.	La plupart de ces recherches se sont concentrées sur les langues européennes bien dotées.
3505095	17720	158	3	Despite the fact that around 30% of all languages spoken worldwide are African, the latter have been heavily under investigated and this, partly due to the lack of public parallel corpora online.	Bien qu'environ 30 % de toutes les langues parlées dans le monde soient africaines, ces dernières ont été très peu étudiées, en partie à cause du manque de corpus parallèles publics en ligne.	Bien qu'environ 30 % de toutes les langues parlées dans le monde soient africaines, ces dernières ont été très peu étudiées, en partie à cause du manque de corpus parallèles libres d'accès mis en ligne.
3505095	17720	158	4	Furthermore, despite their large number (more than 2,000) and the similarities between them, there is currently no publicly available study on how to use this multilingualism (and associated similarities) to improve machine translation systems performance on African languages.	En outre, malgré leur grand nombre (plus de 2 000) et les similitudes entre elles, il n'existe actuellement aucune étude publique sur la manière d'utiliser ce multilinguisme (et les similitudes associées) pour améliorer les performances des systèmes de traduction automatique sur les langues africaines.	En outre, malgré leur grand nombre (plus de 2 000) et leurs similitudes relatives, il n'existe actuellement aucune étude publiée sur la manière de tirer parti de ce multilinguisme (et des similitudes qui lui sont associées) pour améliorer les performances des systèmes de traduction automatique pour les langues africaines.
3505095	17720	158	5	So as to address these issues, we propose a new dataset (from a source that allows us to use and release) for African languages that provides parallel data for vernaculars not present in commonly used dataset like JW300.	Pour répondre à ces questions, nous proposons un nouvel ensemble de données (provenant d'une source qui nous autorise à l'utiliser et à le diffuser) pour les langues africaines qui fournit des données parallèles pour les langues vernaculaires qui ne sont pas présentes dans les ensembles de données couramment utilisés tels que JW300.	Afin de répondre à ces enjeux, nous proposons un nouveau jeu de données (provenant d'une source qui nous autorise à l'utiliser et à le diffuser) en langues africaines offrant des données parallèles pour des langues vernaculaires absentes des jeux de données couramment utilisés tels que JW300.
3505095	17720	158	6	To exploit multilingualism, we first use a historical approach based on migrations of population to identify similar vernaculars.	Pour exploiter le multilinguisme, nous utilisons d'abord une approche historique basée sur les migrations de population pour identifier les langues vernaculaires similaires.	Pour exploiter le multilinguisme, nous nous appuyons d'abord sur une approche historique basée sur les migrations des populations pour identifier les langues vernaculaires similaires.
3505095	17720	158	7	We also propose a new metric to automatically evaluate similarities between languages.	Nous proposons également une nouvelle mesure pour évaluer automatiquement les similitudes entre les langues.	Nous proposons également une nouvelle mesure pour évaluer automatiquement les similitudes entre les langues.
3505095	17720	158	8	This new metric does not require word level parallelism like traditional methods but only paragraph level parallelism.	Cette nouvelle métrique ne nécessite pas de parallélisme au niveau des mots comme les méthodes traditionnelles, mais seulement au niveau des paragraphes.	Cette nouvelle métrique ne nécessite pas de parallélisme au niveau des mots comme les méthodes traditionnelles, mais seulement au niveau des paragraphes.
3505095	17720	158	9	We then show that performing Masked Language Modelling and Translation Language Modeling in addition to multi-task learning on a cluster of similar languages leads to a strong boost of performance in translating individual pairs inside this cluster.	Nous montrons ensuite que la modélisation du langage masqué et la modélisation du langage de traduction, en plus de l'apprentissage multitâche sur un groupe de langues similaires, permettent d'améliorer considérablement les performances de traduction des paires individuelles à l'intérieur de ce groupe.	Nous démontrons ensuite que la modélisation du langage masqué et la modélisation du langage de traduction, en plus de l'apprentissage multitâche sur un groupe de langues similaires, permettent d'améliorer considérablement les performances de traduction pour les paires de langues du groupe considéré.
3505095	17720	158	10	In particular, we record an improvement of 29 BLEU on the pair Bafia-Ewondo using our approaches compared to previous work methods that did not exploit multilingualism in any way.	En particulier, nous enregistrons une amélioration de 29 BLEU sur la paire Bafia-Ewondo en utilisant nos approches par rapport aux méthodes de travail précédentes qui n'ont pas exploité le multilinguisme de quelque manière que ce soit.	En particulier, nous enregistrons une amélioration de 29 BLEU sur la paire Bafia-Ewondo grâce à nos approches par rapport aux méthodes de travail antérieures qui n'avaient pas su tirer parti du multilinguisme.
3505095	17720	158	11	Finally, we release the dataset and code of this work to ensure reproducibility and accelerate research in this domain.	Enfin, nous publions l'ensemble des données et le code de ce travail afin de garantir la reproductibilité et d'accélérer la recherche dans ce domaine.	Enfin, nous publions l'ensemble des données et le code informatique produits lors de cette étude afin d'en garantir la reproductibilité et d'accélérer la recherche dans ce domaine.
3014110	9538	163	0	Priming Neural Machine Translation	Apprentissage de la traduction automatique neuronale	Amorçage de la traduction automatique neuronale
3014110	9538	163	1	Priming is a well known and studied psychology phenomenon based on the prior presentation of one stimulus (cue) to influence the processing of a response.	L'amorçage est un phénomène psychologique bien connu et étudié, basé sur la présentation préalable d'un stimulus (cue) pour influencer le traitement d'une réponse.	L'amorçage est un phénomène psychologique bien connu et étudié, basé sur la présentation préalable d'un stimulus (signal) pour influencer la production d'une réponse.
3014110	9538	163	2	In this paper, we propose a framework to mimic the process of priming in the context of neural machine translation (NMT).	Dans cet article, nous proposons un cadre pour imiter le processus d'amorçage dans le contexte de la traduction automatique neuronale (NMT).	Dans cet article, nous proposons un cadre pour imiter le processus d'amorçage dans le contexte de la traduction automatique neuronale (TAN).
3014110	9538	163	3	We evaluate the effect of using similar translations as priming cues on the NMT network.	Nous évaluons l'effet de l'utilisation de traductions similaires comme indices d'amorçage sur le réseau NMT.	Nous évaluons l'effet de l'utilisation de traductions similaires comme indices d'amorçage sur le réseau de TA neuronale.
3014110	9538	163	4	We propose a method to inject priming cues into the NMT networkand compare our framework to other mechanisms that perform micro-adaptation during inference.	Nous proposons une méthode pour injecter des indices d'amorçage dans le réseau de traduction automatique neuronale et comparons notre cadre à d'autres mécanismes qui effectuent une micro-adaptation pendant l'inférence.	Nous proposons une méthode pour injecter des signaux d'amorçage dans le réseau de TA neuronale et comparons notre approche à d'autres mécanismes qui réalisent une micro-adaptation pendant l'inférence.
3014110	9538	163	5	Overall, experiments conducted in a multi-domain setting confirm that adding priming cues in the NMT decoder can go a long way towards improving the translation accuracy. Besides, we show the suitability of our framework to gather valuable information for an NMT network from monolingual resources.	Dans l'ensemble, les expériences menées dans un contexte multi-domaine confirment que l'ajout d'indices d'amorçage dans le décodeur NMT peut grandement contribuer à améliorer la précision de la traduction.	Dans l'ensemble, les expériences menées dans un contexte multi-domaine confirment que l'ajout d'indices d'amorçage dans le décodeur TAN peut grandement contribuer à améliorer l'exactitude de la traduction. Nous démontrons par ailleurs que notre approche permet de recueillir, au départ de ressources monolingues, de l'information utile aux systèmes de TA neuronaux.
3299010	3319	151	0	Do Multilingual Neural Machine Translation Models Contain Language Pair Specific Attention Heads?	Les modèles de traduction automatique neuronale multilingue contiennent-ils des têtes d’attention spécifiques aux paires de langues?	Les modèles de traduction automatique neuronale multilingues contiennent-ils des têtes d’attention spécifiques aux paires de langues?
3299010	3319	151	1	Recent studies on the analysis of the multilingual representations focus on identifying whether there is an emergence of languageindependent representations, or whether a multilingual model partitions its weights among different languages.	Des études récentes sur l’analyse des représentations multilingues visent à déterminer s’il y a une émergence de représentations indépendantes de la langue, ou si un modèle multilingue répartit ses poids entre différentes langues.	Des études récentes portant sur l’analyse des représentations multilingues ont visé à déterminer si des représentations indépendantes de la langue en émergent, ou bien si un modèle multilingue compartimente ses poids entre les différentes langues.
3299010	3319	151	2	While most of such work has been conducted in a "black-box" manner, this paper aims to analyze individual components of a multilingual neural translation (NMT) model.	Bien que la plupart de ces travaux aient été menés de manière «boîte noire», cet article vise à analyser les composants individuels d’un modèle de traduction neuronale multilingue (NMT).	Alors que la plupart de ces travaux ont été conduits selon l'approche de la «boîte noire», cet article vise à analyser les composants individuels d’un modèle de traduction automatique neuronale multilingue (TAN).
3299010	3319	151	3	In particular, we look at the encoder self-attention and encoder-decoder attention heads (in a many-to-one NMT model) that are more specific to the translation of a certain language pair than others by (1) employing metrics that quantify some aspects of the attention weights such as "variance" or "confidence", and (2) systematically ranking the importance of attention heads with respect to translation quality.	En particulier, nous examinons l’attention personnelle du codeur et les têtes d’attention de codeur-décodeur (dans un modèle NMT multiple-to-one) qui sont plus spécifiques à la traduction d’une certaine paire de langues que d’autres en utilisant (1) des mesures qui quantifient certains aspects des poids de l’attention tels que «variance» ou «confiance», et (2) classer systématiquement l’importance des têtes d’attention par rapport à la qualité de la traduction.	En particulier, nous examinons l’auto-attention de l'encodeur et les têtes d’attention de l'interface encodeur-décodeur (dans un modèle TAN &quot;many-to-one&quot;) qui seraient plus spécifiques à la traduction d’une paire de langues déterminée en utilisant (1) des mesures qui quantifient certains aspects des poids de l’attention, telles la «variance» ou la «confiance», et (2) en classant systématiquement les têtes d’attention par ordre d'importance sous le rapport de la qualité des traductions.
3299010	3319	151	4	Experimental results show that surprisingly, the set of most important attention heads are very similar across the language pairs and that it is possible to remove nearly one-third of the less important heads without hurting the translation quality greatly.	Les résultats expérimentaux montrent qu’étonnamment, l’ensemble des têtes d’attention les plus importantes sont très similaires dans les paires de langues et qu’il est possible d’enlever près d’un tiers des têtes les moins importantes sans nuire grandement à la qualité de la traduction.	Les résultats expérimentaux démontrent que, paradoxalement, l’ensemble des têtes d’attention les plus importantes sont très similaires d'une paire de langues à l'autre et qu’il est possible d'exclure près d’un tiers des têtes les moins importantes sans nuire grandement à la qualité de la traduction.
3424174	11197	161	0	Screening Gender Transfer in Neural Machine Translation	Screening du transfert de genre dans la traduction automatique neuronale	Passage au crible du transfert de genre en traduction automatique neuronale
3424174	11197	161	1	This paper aims at identifying the information flow in state-of-the-art machine translation systems, taking as example the transfer of gender when translating from French into English.	Cet article vise à identifier le flux d'informations dans les systèmes de traduction automatique de pointe, en prenant comme exemple le transfert du genre lors de la traduction du français vers l'anglais.	Cet article vise à identifier le flux d'informations dans les systèmes de traduction automatique de pointe, en prenant comme exemple le transfert du genre lors de la traduction du français vers l'anglais.
3424174	11197	161	2	Using a controlled set of examples, we experiment several ways to investigate how gender information circulates in a encoder-decoder architecture considering both probing techniques as well as interventions on the internal representations used in the MT system.	En utilisant un ensemble contrôlé d'exemples, nous expérimentons plusieurs façons d'étudier comment l'information sur le genre circule dans une architecture codeur-décodeur en considérant à la fois des techniques de sondage et des interventions sur les représentations internes utilisées dans le système de traduction automatique.	En utilisant un ensemble contrôlé d'exemples, nous expérimentons plusieurs façons d'étudier comment l'information sur le genre circule dans une architecture encodeur-décodeur en considérant à la fois des techniques de sondage et des interventions sur les représentations internes utilisées dans le système de traduction automatique.
3424174	11197	161	3	Our results show that gender information can be found in all token representations built by the encoder and the decoder and lead us to conclude that there are multiple pathways for gender transfer.	Nos résultats montrent que l'information sur le genre peut être trouvée dans toutes les représentations de jetons construites par le codeur et le décodeur et nous amènent à conclure qu'il existe de multiples voies pour le transfert du genre.	Nos résultats montrent que l'information sur le genre peut être trouvée dans toutes les représentations de tokens construites par l'encodeur et le décodeur et nous amènent à conclure qu'il existe de multiples voies pour le transfert du genre.
1588171	8012	501	0	Machine Translation, it’s a question of style, innit? The case of English tag questions	Traduction automatique, c'est une question de style, n'est-ce pas ? Le cas des questions de tag en anglais	Traduction automatique, c'est une question de style, n'est-ce pas ? Le cas des questions à étiquette en anglais
1588171	8012	501	1	In this paper, we address the problem of generating English tag questions (TQs) (e.g. it is, isn't it?) in Machine Translation (MT).	Dans cet article, nous abordons le problème de la génération de questions à étiquette (TQ) en anglais (par exemple, it is, isn't it ?) dans le cadre de la traduction automatique (TA).	Dans cet article, nous abordons le problème de la génération de questions à étiquette (QT) en anglais (par exemple, it is, isn't it ?) dans le cadre de la traduction automatique (TA).
1588171	8012	501	2	We propose a post-edition solution, formulating the problem as a multi-class classification task.	Nous proposons une solution de post-édition, en formulant le problème comme une tâche de classification multi-classes.	Nous proposons une solution de post-édition, en formulant le problème comme une tâche de classification multi-classes.
1588171	8012	501	3	We present (i) the automatic annotation of English TQs in a parallel corpus of subtitles and (ii) an approach using a series of classifiers to predict TQ forms, which we use to post-edit state-of-the-art MT outputs.	Nous présentons (i) l'annotation automatique des QT anglais dans un corpus parallèle de sous-titres et (ii) une approche utilisant une série de classificateurs pour prédire les formes de QT, que nous utilisons pour post-éditer les résultats de traduction automatique les plus récents.	Nous présentons (i) l'annotation automatique des QT anglais dans un corpus parallèle de sous-titres et (ii) une approche utilisant une série de classificateurs pour prédire les formes de QT, que nous utilisons pour post-éditer les résultats de traduction automatique les plus récents.
1588171	8012	501	4	Our method provides significant improvements in English TQ translation when translating from Czech, French and German, in turn improving the fluidity, naturalness, grammatical correctness and pragmatic coherence of MT output.	Notre méthode apporte des améliorations significatives à la traduction des QT en anglais à partir du tchèque, du français et de l'allemand, améliorant ainsi la fluidité, le naturel, l'exactitude grammaticale et la cohérence pragmatique des résultats de la traduction assistée par ordinateur.	Notre méthode apporte des améliorations significatives à la traduction des QT en anglais à partir du tchèque, du français et de l'allemand, améliorant ainsi la fluidité, le naturel, l'exactitude grammaticale et la cohérence pragmatique des résultats de la traduction automatique.
1842472	10721	526	0	Automating Document Discovery in the Systematic Review Process: How to Use Chaff to Extract Wheat.	Automatisation de la découverte de documents dans le processus de revue systématique : Comment utiliser l'ivraie pour extraire le blé.	Automatisation de la découverte de documents dans le processus de revue systématique : Comment utiliser l'ivraie pour extraire le blé.
1842472	10721	526	1	Systematic reviews in e.g. empirical medicine address research questions by comprehensively examining the entire published literature.	Les revues systématiques, par exemple en médecine empirique, abordent des questions de recherche en examinant de manière exhaustive l'ensemble de la littérature publiée.	Les revues systématiques, par exemple en médecine empirique, abordent des questions de recherche en examinant de manière exhaustive l'ensemble de la littérature publiée.
1842472	10721	526	2	Conventionally, manual literature surveys decide inclusion in two steps, first based on abstracts and title, then by full text, yet currentmethods to automate the process make no distinction between gold data from these two stages.	Traditionnellement, les études bibliographiques manuelles décident de l'inclusion en deux étapes, d'abord sur la base des résumés et du titre, puis sur la base du texte intégral, mais les méthodes actuelles d'automatisation du processus ne font pas de distinction entre les données de référence de ces deux étapes.	Traditionnellement, les études bibliographiques manuelles décident de l'inclusion en deux étapes, d'abord sur la base des résumés et du titre, puis sur la base du texte intégral, mais les méthodes actuelles d'automatisation du processus ne font pas de distinction entre les données de référence de ces deux étapes.
1842472	10721	526	3	In this work we compare the impact different schemes for choosing positive and negative examples from the different screening stages have on the training of automated systems.	Dans ce travail, nous comparons l'impact des différents schémas de sélection des exemples positifs et négatifs des différentes étapes de sélection sur l'apprentissage des systèmes automatisés.	Dans ce travail, nous comparons l'impact des différents schémas de sélection des exemples positifs et négatifs des différentes étapes de sélection sur l'apprentissage des systèmes automatisés.
1842472	10721	526	4	We train a ranker using logistic regression and evaluate it on a new gold standard dataset for clinical NLP, and on an existing gold standard dataset for drug class efficacy.	Nous formons un classificateur à l'aide de la régression logistique et l'évaluons sur un nouvel ensemble de données de référence pour le NLP clinique et sur un ensemble de données de référence existant pour l'efficacité des classes de médicaments.	Nous entraînons un classificateur à l'aide de la régression logistique et l'évaluons sur un nouvel ensemble de données de référence pour le TAL clinique et sur un ensemble de données de référence existant pour l'efficacité des classes de médicaments.
1842472	10721	526	5	The classification and ranking achieves an average AUC of 0.803 and 0.768 when relying on gold standard decisions based on title and abstracts of articles, and an AUC of 0.625 and 0.839 when relying on gold standard decisions based on full text.	La classification et le classement atteignent une AUC moyenne de 0,803 et 0,768 lorsqu'ils s'appuient sur les décisions de l'étalon-or basées sur le titre et les résumés des articles, et une AUC de 0,625 et 0,839 lorsqu'ils s'appuient sur les décisions de l'étalon-or basées sur le texte intégral.	La classification et le classement atteignent une AUC moyenne de 0,803 et 0,768 lorsqu'ils s'appuient sur les décisions de l'étalon-or basées sur le titre et les résumés des articles, et une AUC de 0,625 et 0,839 lorsqu'ils s'appuient sur les décisions de l'étalon-or basées sur le texte intégral.
1842472	10721	526	6	Our results suggest that it makes little difference which screening stage the gold standard decisions are drawn from, and that the decisions need not be based on the full text.	Nos résultats suggèrent qu'il n'y a guère de différence entre l'étape de dépistage à partir de laquelle les décisions de référence sont prises, et qu'il n'est pas nécessaire que les décisions soient basées sur le texte intégral.	Nos résultats suggèrent qu'il n'y a guère de différence entre l'étape de dépistage à partir de laquelle les décisions de référence sont prises, et qu'il n'est pas nécessaire que les décisions soient basées sur le texte intégral.
1842472	10721	526	7	The results further suggest that common-off-the-shelf algorithms can reduce the amount of work required to retrieve relevant literature.	Les résultats suggèrent également que les algorithmes courants peuvent réduire la quantité de travail nécessaire à la recherche de la littérature pertinente.	Les résultats suggèrent également que les algorithmes courants peuvent réduire la quantité de travail nécessaire à la recherche de la littérature pertinente.
1842472	5207	304	0	Automating Document Discovery in the Systematic Review Process: How to Use Chaff to Extract Wheat.	Automatisation de la découverte de documents dans le processus de révision systématique : Comment utiliser la paillette pour extraire le blé.	Automatisation de la découverte de documents dans le processus d'élaboration des revues systématiques : Comment utiliser l'ivraie pour extraire le bon grain.
1842472	5207	304	1	Systematic reviews in e.g. empirical medicine address research questions by comprehensively examining the entire published literature.	Les revues systématiques, par exemple en médecine empirique, abordent les questions de recherche en examinant de façon exhaustive l'ensemble de la littérature publiée.	Les revues systématiques, par exemple en médecine fondée sur les preuves, abordent les questions de recherche en examinant de façon exhaustive l'ensemble de la littérature publiée.
1842472	5207	304	2	Conventionally, manual literature surveys decide inclusion in two steps, first based on abstracts and title, then by full text, yet currentmethods to automate the process make no distinction between gold data from these two stages.	Habituellement, les études documentaires manuelles décident de l'inclusion en deux étapes, d'abord en fonction des résumés et du titre, puis par texte intégral, mais les méthodes actuelles pour automatiser le processus ne font aucune distinction entre les données d'or de ces deux étapes.	Le processus classique de sélection des articles à inclure dans une revue systématique comporte deux étapes et repose sur un examen successif des titres et résumés, puis puis du texte intégral des articles sélectionnés à la première étape. Cependant, les méthodes automatiques ne font actuellement aucune distinction entre les évaluations de référence issues de ces deux étapes.
1842472	5207	304	3	In this work we compare the impact different schemes for choosing positive and negative examples from the different screening stages have on the training of automated systems.	Dans ce travail, nous comparons l'impact de différents schémas pour choisir des exemples positifs et négatifs à partir des différentes étapes de dépistage ont sur la formation des systèmes automatisés.	Dans ce travail, nous comparons l'impact de différents schémas pour choisir des exemples positifs et négatifs à partir des différentes étapes de sélection sur l'entrainement des systèmes automatisés.
1842472	5207	304	4	We train a ranker using logistic regression and evaluate it on a new gold standard dataset for clinical NLP, and on an existing gold standard dataset for drug class efficacy.	Nous formons un évaluateur à l'aide d'une régression logistique et nous l'évaluons en fonction d'un nouvel ensemble de données étalon or pour les PNL cliniques et d'un ensemble de données étalon or existant pour l'efficacité de la classe de médicaments.	Nous entrainons un classifieur à l'aide d'une régression logistique et nous l'évaluons sur un corpus de test en TAL clinique et sur un corpus existant dans le domaine de l'efficacité des médicaments.
1842472	5207	304	5	The classification and ranking achieves an average AUC of 0.803 and 0.768 when relying on gold standard decisions based on title and abstracts of articles, and an AUC of 0.625 and 0.839 when relying on gold standard decisions based on full text.	La classification et le classement atteignent une ASC moyenne de 0,803 et 0,768 en s'appuyant sur des décisions sur l'étalon-or basées sur le titre et des résumés d'articles, et une ASC de 0,625 et 0,839 en s'appuyant sur des décisions sur l'étalon-or basées sur le texte intégral.	La classification et le classement atteignent une AUC moyenne de 0,803 et 0,768 en s'appuyant sur les références issues de la sélection à partir du titre et des résumés d'articles, et une AUC de 0,625 et 0,839 en s'appuyant sur les références issues de la sélection à partir du texte intégral.
1842472	5207	304	6	Our results suggest that it makes little difference which screening stage the gold standard decisions are drawn from, and that the decisions need not be based on the full text.	Nos résultats suggèrent qu'il fait peu de différence à quel stade de l'examen préliminaire les décisions de référence sont tirées, et que les décisions ne doivent pas être fondées sur le texte intégral.	Nos résultats montrent peu de différence dans les modèles en fonction du niveau de sélection des références utilisées par le classifieur, en particulier, l'utilisation du texte intégral pour le classifieur ne semble pas indispensable.
1842472	5207	304	7	The results further suggest that common-off-the-shelf algorithms can reduce the amount of work required to retrieve relevant literature.	Les résultats suggèrent en outre que les algorithmes courants peuvent réduire la quantité de travail nécessaire pour récupérer la littérature pertinente.	Les résultats suggèrent en outre que les algorithmes actuels peuvent réduire la quantité de travail nécessaire pour sélectionner la littérature pertinente.
3435068	4668	527	0	Evaluating the carbon footprint of NLP methods: a survey and analysis of existing tools	Évaluation de l'empreinte carbone des méthodes PNL : une étude et une analyse des outils existants	Évaluation de l'empreinte carbone des méthodes TAL : une étude et analyse des outils existants
3435068	4668	527	1	Modern Natural Language Processing (NLP) makes intensive use of deep learning methods because of the accuracy they offer for a variety of applications.	Modern Natural Language Processing (NLP) fait un usage intensif des méthodes d'apprentissage profond en raison de la précision qu'elles offrent pour une variété d'applications.	Le traitement automatique du langage (TAL) moderne fait un usage intensif des méthodes d'apprentissage profond en raison de la précision qu'elles offrent pour une variété d'applications.
