id_hal	Translation_id	line_id	source	translation	postedition
3855336	13093	4	The merging is then performed on these spaces, and the result is translated back into the underlying language of the input sources.	La fusion est ensuite effectuée sur ces espaces, et le résultat est traduit dans la langue sous-jacente des sources d’entrée.	La fusion est ensuite effectuée sur ces espaces, et le résultat est traduit dans la langue sous-jacente des sources d’entrée.
3855336	13093	5	Our approach allows us to benefit from the expressivity and the flexibility of RCC5 while dealing with conflicting knowledge in a principled way.	Notre approche nous permet de bénéficier de l’expressivité et de la flexibilité de RCC5 tout en traitant les connaissances contradictoires d’une manière fondée sur des principes.	Notre approche nous permet de bénéficier de l’expressivité et de la flexibilité du RCC5 tout en traitant les connaissances contradictoires d’une manière fondée sur des principes.
3827010	4264	0	Bilingual Synchronization: Restoring Translational Relationships with Editing Operations	Synchronisation bilingue : Restauration des relations de traduction avec les opérations de modification	Synchronisation bilingue : Restauration des relations de traduction avec les opérations de modification
3827010	4264	1	Machine Translation (MT) is usually viewed as a one-shot process that generates the target language equivalent of some source text from scratch.	La traduction automatique (MT) est généralement considérée comme un processus en une seule étape qui génère l'équivalent linguistique cible d'un texte source à partir de zéro.	La traduction automatique (MT) est généralement considérée comme un processus en une seule étape qui génère l'équivalent en langue cible d'un texte source à partir de zéro.
3827010	4264	2	We consider here a more general setting which assumes an initial target sequence, that must be transformed into a valid translation of the source, thereby restoring parallelism between source and target.	Nous considérons ici un paramètre plus général qui suppose une séquence cible initiale, qui doit être transformée en une traduction valide de la source, ce qui rétablit le parallélisme entre la source et la cible.	Nous considérons ici un paramètre plus général qui suppose une séquence cible initiale, qui doit être transformée en une traduction valide de la source, ce qui rétablit le parallélisme entre la source et la cible.
3827010	4264	3	For this bilingual synchronization task, we consider several architectures (both autoregressive and non-autoregressive) and training regimes, and experiment with multiple practical settings such as simulated interactive MT, translating with Translation Memory (TM) and TM cleaning.	Pour cette tâche de synchronisation bilingue, nous considérons plusieurs architectures (à la fois autorégressives et non autorégressives) et régimes d'entraînement, et expérimentons avec de multiples paramètres pratiques tels que MT interactif simulé, traduction avec mémoire de traduction (TM) et TM nettoyage.	Pour cette tâche de synchronisation bilingue, nous considérons plusieurs architectures (à la fois autorégressives et non autorégressives) et régimes d'entraînement, et expérimentons avec de multiples paramètres pratiques tels que MT interactif simulé, traduction avec mémoire de traduction (TM) et TM nettoyage.
3827010	4264	4	Our results suggest that one single generic edit-based system, once fine-tuned, can compare with, or even outperform, dedicated systems specifically trained for these tasks.	Nos résultats suggèrent qu'un seul système générique basé sur l'édition, une fois ajusté, peut comparer, voire surpasser, les systèmes dédiés spécialement formés pour ces tâches.	Nos résultats suggèrent qu'un seul système générique basé sur l'édition, une fois ajusté, peut comparer, voire surpasser, les systèmes dédiés spécialement formés pour ces tâches.
3741656	915	0	GREYC@FinTOC-2022: Handling Document Layout and Structure in Native PDF Bundle of Documents	GREYC@FinTOC-2022: Gestion de la mise en page et de la structure des documents en format PDF autochtone	GREYC@FinTOC-2022 : Gestion de la mise en page et de la structure des documents dans un ensemble de documents PDF natifs
3741656	915	1	"In this paper, we present our contribution to the FinTOC-2022 Shared Task ""Financial Document Structure Extraction""."	Dans cet article, nous présentons notre contribution à la tâche partagée FinTOC-2022 «Extraction de la structure des documents financiers».	Dans cet article, nous présentons notre contribution à la tâche partagée FinTOC-2022 &quot;Financial Document Structure Extraction&quot; (« Extraction de la structure des documents financiers »).
3741656	915	2	We participated in the three tracks dedicated to English, French and Spanish document processing.	Nous avons participé aux trois pistes dédiées au traitement des documents en anglais, français et espagnol.	Nous avons participé aux trois pistes dédiées au traitement des documents en anglais, en français et en espagnol.
3741656	915	3	Our main contribution consists in considering financial prospectus as a bundle of documents, i.e., a set of merged documents, each with their own layout and structure.	Notre contribution principale consiste à considérer le prospectus financier comme un ensemble de documents, c’est-à-dire un ensemble de documents fusionnés, chacun ayant sa propre présentation et sa structure.	Notre principale contribution consiste à considérer les prospectus financiers comme un ensemble de documents, c'est-à-dire un ensemble de documents fusionnés, chacun ayant sa propre mise en page et sa propre structure.
3741656	915	4	Therefore, Document Layout and Structure Analysis (DLSA) first starts with the boundary detection of each document using general layout features.	Par conséquent, l’analyse de la mise en page et de la structure des documents (DLSA) commence d’abord par la détection des limites de chaque document à l’aide de caractéristiques générales de mise en page.	Par conséquent, l'analyse de la mise en page et de la structure des documents (DLSA) commence par la détection des limites de chaque document à l'aide de caractéristiques de mise en page générales.
3741656	915	5	Then, the process applies inside each single document, taking advantage of the local properties.	Ensuite, le processus s’applique à l’intérieur de chaque document, en profitant des propriétés locales.	Ensuite, le processus s'applique à l'intérieur de chaque document, en tirant parti des propriétés locales.
3741656	915	6	DLSA is achieved considering simultaneously text content, vectorial shapes and images embedded in the native PDF document.	DLSA est réalisé en tenant compte simultanément du contenu texte, des formes vectorielles et des images intégrées dans le document PDF natif.	La DLSA prend en compte simultanément le contenu textuel, les formes vectorielles et les images intégrées dans le document PDF natif.
3741656	915	7	For the Title Detection task in English and French, we observed a significant improvement of the F-measures for Title Detection compared with those obtained during our previous participation.	Pour la tâche de détection de titres en anglais et en français, nous avons observé une amélioration significative des mesures F pour la détection des titres par rapport à celles obtenues lors de notre participation précédente.	Pour la détection de titres en anglais et en français, nous avons observé une amélioration significative des mesures F pour la détection de titres par rapport à celles obtenues lors de notre précédente participation.
3231047	18273	0	Multiword Expression Features for Automatic Hate Speech Detection	Caractéristiques d'expression multi-mots pour la détection automatique de discours haineux	Caractéristiques des termes complexes pour la détection automatique de discours haineux
3231047	18273	1	The task of automatically detecting hate speech in social media is gaining more and more attention.	La détection automatique des discours haineux dans les médias sociaux suscite de plus en plus d'intérêt.	La détection automatique des discours haineux dans les médias sociaux suscite de plus en plus d'intérêt.
3231047	18273	2	Given the enormous volume of content posted daily, human monitoring of hate speech is unfeasible.	Compte tenu de l'énorme volume de contenu publié chaque jour, la surveillance humaine des discours haineux est irréalisable.	Compte tenu de l'énorme volume de contenu publié chaque jour, la surveillance humaine des discours haineux est irréalisable.
3231047	18273	3	In this work, we propose new word-level features for automatic hate speech detection (HSD): multiword expressions (MWEs).	Dans ce travail, nous proposons de nouvelles caractéristiques au niveau des mots pour la détection automatique des discours haineux (HSD) : les expressions multi-mots (MWE).	Dans ce travail, nous proposons de nouvelles caractéristiques au niveau des mots pour la détection automatique des discours haineux (HSD) : les expressions multi-mots (MWE).
3231047	18273	4	MWEs are lexical units greater than a word that have idiomatic and compositional meanings.	Les expressions multi-mots sont des unités lexicales supérieures à un mot qui ont des significations idiomatiques et compositionnelles.	Les termes complexes sont des unités lexicales supérieures à un mot qui ont des significations idiomatiques et compositionnelles.
3231047	18273	5	We propose to integrate MWE features in a deep neural network-based HSD framework.	Nous proposons d'intégrer les caractéristiques des expressions multi-mots dans un cadre de détection automatique des discours haineux basé sur un réseau neuronal profond.	Nous proposons d'intégrer les caractéristiques des termes complexes dans un cadre de détection automatique des discours haineux basé sur un réseau neuronal profond.
3231047	18273	6	Our baseline HSD system relies on Universal Sentence Encoder (USE).	Notre système HSD de base repose sur l'encodeur universel de phrases (USE).	Notre système HSD de base repose sur l'encodeur universel de phrases (USE).
3231047	18273	7	To incorporate MWE features, we create a three-branch deep neural network: one branch for USE, one for MWE categories, and one for MWE embeddings.	Pour intégrer les caractéristiques MWE, nous créons un réseau neuronal profond à trois branches : une branche pour USE, une pour les catégories MWE et une pour les enchâssements MWE.	Pour intégrer les caractéristiques MWE, nous créons un réseau neuronal profond à trois branches : une branche pour USE, une pour les catégories MWE et une pour les enchâssements MWE.
3231047	18273	8	We conduct experiments on two hate speech tweet corpora with different MWE categories and with two types of MWE embeddings, word2vec and BERT.	Nous menons des expériences sur deux corpus de tweets haineux avec différentes catégories MWE et avec deux types d'encastrements MWE, word2vec et BERT.	Nous menons des expériences sur deux corpus de tweets haineux avec différentes catégories MWE et avec deux types d'encastrements MWE, word2vec et BERT.
3231047	18273	9	Our experiments demonstrate that the proposed HSD system with MWE features significantly outperforms the baseline system in terms of macro-F1.	Nos expériences démontrent que le système HSD proposé avec des caractéristiques MWE est nettement plus performant que le système de référence en termes de macro-F1.	Nos expériences démontrent que le système HSD proposé avec des caractéristiques MWE est nettement plus performant que le système de référence en termes de macro-F1.
3862222	13071	0	Modulation spectral features for speech emotion recognition using deep neural networks	Fonctions spectrales de modulation pour la reconnaissance des émotions vocales à l’aide de réseaux neuronaux profonds	Fonctions spectrales de modulation pour la reconnaissance des émotions dans la voix à l’aide de réseaux neuronaux profonds
3862222	13071	1	This work explores the use of constant-Q transform based modulation spectral features (CQT-MSF) for speech emotion recognition (SER).	Ce travail explore l’utilisation de fonctions spectrales de modulation à base de transformation constante Q (CQT-MSF) pour la reconnaissance des émotions vocales (SER).	Ce travail explore l’utilisation de fonctions spectrales de modulation à base de transformation constante Q (CQT-MSF) pour la reconnaissance des émotions dans la voix.
3862222	13071	2	The human perception and analysis of sound comprise of two important cognitive parts: early auditory analysis and cortex-based processing.	La perception et l’analyse humaines du son se composent de deux parties cognitives importantes: analyse auditive précoce et traitement à base de cortex.	La perception et l’analyse humaines du son se composent de deux parties cognitives importantes : analyse auditive précoce et traitement à base de cortex.
3862222	13071	3	The early auditory analysis considers spectrogram-based representation whereas cortex-based analysis includes extraction of temporal modulations from the spectrogram.	L’analyse auditive précoce prend en compte la représentation basée sur le spectrogramme tandis que l’analyse basée sur le cortex comprend l’extraction des modulations temporelles du spectrogramme.	L’analyse auditive précoce prend en compte la représentation basée sur le spectrogramme tandis que l’analyse basée sur le cortex comprend l’extraction des modulations temporelles du spectrogramme.
3862222	13071	4	This temporal modulation representation of spectrogram is called modulation spectral feature (MSF).	Cette représentation de modulation temporelle du spectrogramme est appelée fonction spectrale de modulation (MSF).	Cette représentation de modulation temporelle du spectrogramme est appelée fonction spectrale de modulation (MSF).
3862222	13071	5	As the constant-Q transform (CQT) provides higher resolution at emotion salient low-frequency regions of speech, we find that CQTbased spectrogram, together with its temporal modulations, provides a representation enriched with emotion-specific information.	Comme la transformation constante-Q (CQT) fournit une résolution plus élevée aux régions de la parole à basse fréquence saillantes de l’émotion, nous constatons que le spectrogramme basé sur CQT, ainsi que ses modulations temporelles, fournissent une représentation enrichie d’informations spécifiques aux émotions.	Comme la transformation constante-Q (CQT) fournit une résolution plus élevée aux régions de la parole à basse fréquence saillantes de l’émotion, nous constatons que le spectrogramme basé sur CQT, ainsi que ses modulations temporelles, fournissent une représentation enrichie d’informations spécifiques aux émotions.
3862222	13071	6	We argue that CQT-MSF when used with a 2-dimensional convolutional network can provide a time-shift invariant and deformation insensitive representation for SER.	Nous soutenons que le CQT-MSF lorsqu’il est utilisé avec un réseau convolutionnel à 2 dimensions peut fournir une représentation invariante et insensible à la déformation pour SER.	Nous affirmons que la CQT-MSF, lorsqu’il est utilisé avec un réseau neuronal convolutif à deux dimensions, peut fournir une représentation invariante et insensible à la déformation pour SER.
3862222	13071	7	Our results show that CQT-MSF outperforms standard mel-scale based spectrogram and its modulation features on two popular SER databases, Berlin EmoDB and RAVDESS.	Nos résultats montrent que CQT-MSF surpasse le spectrogramme standard basé sur la mel et ses caractéristiques de modulation sur deux bases de données SER populaires, Berlin eMoDB et RAVDESS.	Nos résultats montrent que CQT-MSF surpasse le spectrogramme standard basé sur la mel et ses caractéristiques de modulation sur deux bases de données SER populaires, Berlin eMoDB et RAVDESS.
3862222	13071	8	We also show that our proposed feature outperforms the shift and deformation invariant scattering transform coefficients, hence, showing the importance of joint hand-crafted and self-learned feature extraction instead of reliance on complete hand-crafted features.	Nous montrons également que notre caractéristique proposée surpasse les coefficients de transformation de la dispersion invariante du décalage et de la déformation, ce qui montre l’importance de l’extraction de caractéristiques fabriquées à la main et auto-apprenées à la main au lieu de dépendre de caractéristiques entièrement fabriquées à la main.	Nous montrons également que notre caractéristique proposée surpasse les coefficients de transformation de la dispersion invariante du décalage et de la déformation, ce qui montre l’importance de l’extraction de caractéristiques fabriquées et apprises à la main au lieu de dépendre de caractéristiques entièrement fabriquées à la main.
3862222	13071	9	Finally, we perform Grad-CAM analysis to visually inspect the contribution of constant-Q modulation features over SER.	Enfin, nous effectuons une analyse Grad-CAM pour inspecter visuellement la contribution des fonctionnalités de modulation constante-Q sur SER.	Enfin, nous effectuons une analyse Grad-CAM pour inspecter visuellement la contribution des fonctionnalités de modulation constante-Q sur la reconnaissance des émotions dans la voix.
3860827	3235	0	Polysemy in Spoken Conversations and Written Texts	Polysémie dans les conversations parlées et les textes écrits	Polysémie dans les conversations parlées et les textes écrits
3860827	3235	1	Our discourses are full of potential lexical ambiguities, due in part to the pervasive use of words having multiple senses.	Nos discours sont pleins d’ambiguïtés lexicales potentielles, en partie dues à l’utilisation généralisée de mots ayant des sens multiples.	Nos discours sont pleins d’ambiguïtés lexicales potentielles, en partie dues à l’utilisation généralisée de mots ayant des sens multiples.
3860827	3235	2	Sometimes, one word may even be used in more than one sense throughout a text.	Parfois, un mot peut même être utilisé dans plus d’un sens dans un texte.	Parfois, un mot peut même être utilisé dans plusieurs sens au sein d'un même texte.
3860827	3235	3	But, to what extent is this true for different kinds of texts?	Mais, dans quelle mesure est-ce vrai pour différents types de textes?	Mais, dans quelle mesure est-ce vrai pour différents types de textes ?
3860827	3235	4	Does the use of polysemous words change when a discourse involves two people, or when speakers have time to plan what to say?	L’utilisation de mots polysémiques change-t-elle lorsqu’un discours implique deux personnes, ou lorsque les orateurs ont le temps de planifier quoi dire?	L’utilisation de mots polysémiques change-t-elle lorsqu’un discours implique deux personnes, ou lorsque les locuteurs ont le temps de planifier quoi dire ?
3860827	3235	5	We investigate these questions by comparing the polysemy level of texts of different nature, with a focus on spontaneous spoken dialogs; unlike previous work which examines solely scripted, written, monolog-like data.	Nous étudions ces questions en comparant le niveau polysémique de textes de nature différente, en mettant l’accent sur les dialogues spontanés parlés; contrairement aux travaux précédents qui examinent uniquement des données scriptées, écrites, de type monolog.	Nous étudions ces questions en comparant le niveau polysémique de textes de nature différente, en mettant l’accent sur les dialogues spontanés parlés ; contrairement aux travaux précédents qui examinent uniquement des données scriptées, écrites, de type monologue.
3860827	3235	6	We compare multiple metrics that presuppose different conceptualizations of text polysemy, i.e., they consider the observed or the potential number of senses of words, or their sense distribution in a discourse.	Nous comparons plusieurs métriques qui présupposent différentes conceptualisations du texte polysémie, c’est-à-dire qu’elles considèrent le nombre observé ou potentiel de sens des mots, ou leur distribution des sens dans un discours.	Nous comparons plusieurs métriques qui présupposent différentes conceptualisations de polysémie textuelle, c’est-à-dire qu’elles considèrent le nombre observé ou potentiel de sens des mots, ou leur distribution des sens dans un discours.
3860827	3235	7	We show that the polysemy level of texts varies greatly depending on the kind of text considered, with dialog and spoken discourses having generally a higher polysemy level than written monologs.	Nous montrons que le niveau polysémique des textes varie considérablement en fonction du type de texte considéré, avec des dialogues et des discours parlés ayant généralement un niveau polysémique plus élevé que les monologues écrits.	Nous montrons que le niveau polysémique des textes varie considérablement en fonction du type de texte considéré, avec des dialogues et des discours parlés ayant généralement un niveau polysémique plus élevé que les monologues écrits.
3860827	3235	8	"Additionally, our results emphasize the need for relaxing the popular ""one sense per discourse"" hypothesis."	De plus, nos résultats soulignent la nécessité de relâcher l’hypothèse populaire «un sens par discours».	De plus, nos résultats soulignent la nécessité de relâcher l’hypothèse populaire « un sens par discours ».
3839919	770	0	Attention Modulation for Zero-Shot Cross-Domain Dialogue State Tracking	Modulation de l’attention pour le suivi de l’état du dialogue Cross-Domain à zéro coup	Modulation de l’attention pour le suivi de l’état du dialogue inter-domaine &quot;zero-shot&quot;
3839919	770	1	Dialog state tracking (DST) is a core step for task-oriented dialogue systems aiming to track the user's current goal during a dialogue.	Le suivi des états de dialogue (DST) est une étape essentielle pour les systèmes de dialogue axés sur les tâches visant à suivre l’objectif actuel de l’utilisateur au cours d’un dialogue.	Le suivi de l'état du dialogue (DST) est une étape essentielle pour les systèmes de dialogue axés sur les tâches visant à suivre l’objectif actuel de l’utilisateur au cours d’un dialogue.
3839919	770	2	Recently a special focus has been put on applying existing DST models to new domains, in other words performing zero-shot crossdomain transfer.	Récemment, une attention particulière a été accordée à l’application des modèles DST existants à de nouveaux domaines, c’est-à-dire à l’exécution d’un transfert interdomaine zéro-shot.	Récemment, une attention particulière a été accordée à l’application des modèles de DST existants à de nouveaux domaines, c’est-à-dire à l’exécution d’un transfert inter-domaine zero-shot.
3839919	770	3	While recent state-of-theart models leverage large pre-trained language models, no work has been made on understanding and improving the results of first-developed zero-shot models like SUMBT.	Alors que les modèles récents de pointe tirent parti de grands modèles de langage pré-formés, aucun travail n’a été fait sur la compréhension et l’amélioration des résultats des premiers modèles zéro-shot comme SUMBT.	Alors que les derniers modèles de pointe tirent parti de grands modèles de langage pré-entraînés, aucun travail n’a été fait sur la compréhension et l’amélioration des résultats des premiers modèles zero-shot comme SUMBT.
3839919	770	4	In this paper, we thus propose to improve SUMBT zero-shot results on MultiWOZ by using attention modulation during inference.	Dans cet article, nous proposons donc d’améliorer les résultats SUMBT zero-shot sur MultiWOZ en utilisant la modulation de l’attention lors de l’inférence.	Dans cet article, nous proposons donc d’améliorer les résultats SUMBT zero-shot sur MultiWOZ en utilisant la modulation de l’attention lors de l’inférence.
3839919	770	5	This method improves SUMBT zero-shot results significantly on two domains and does not worsen the initial performance with the significant advantage of needing no additional training.	Cette méthode améliore considérablement les résultats de SUMBT zero-shot sur deux domaines et n’aggrave pas les performances initiales avec l’avantage significatif de ne pas avoir besoin d’une formation supplémentaire.	Cette méthode améliore considérablement les résultats de SUMBT zero-shot sur deux domaines et n’aggrave pas les performances initiales avec l’avantage significatif de ne pas avoir besoin d’une formation supplémentaire.
3937780	15823	0	Evaluating and Improving End-to-End Systems for Knowledge Base Population	Évaluation et amélioration des systèmes de bout en bout pour la population de la base de connaissances	Évaluation et amélioration des systèmes de bout en bout pour le peuplement de base de connaissances
3937780	15823	1	Knowledge Bases (KB) are used in many fields, such as business intelligence or user assistance.	Les bases de connaissances (KB) sont utilisées dans de nombreux domaines, tels que la veille économique ou l'assistance utilisateur.	Les bases de connaissances sont utilisées dans de nombreux domaines, tels que la veille économique ou l'assistance utilisateur.
3937780	15823	2	They aggregate knowledge that can be exploited by computers to help decision making by providing better visualization or predicting new relations.	Ils rassemblent des connaissances qui peuvent être exploitées par les ordinateurs pour aider à la prise de décision en fournissant une meilleure visualisation ou la prédiction de nouvelles relations.	Elles rassemblent des connaissances qui peuvent être exploitées par les ordinateurs pour aider à la prise de décision en fournissant une meilleure visualisation ou la prédiction de nouvelles relations.
3937780	15823	3	However, their building remains complex for an expert who has to extract and link each new information.	Cependant, leur construction reste complexe pour un expert qui doit extraire et lier chaque nouvelle information.	Cependant, leur construction reste complexe pour un expert qui doit extraire et lier chaque nouvelle information.
3937780	15823	4	In this paper, we describe an entity-centric method for evaluating an end-to-end Knowledge Base Population system.	Dans cet article, nous décrivons une méthode centrée sur l'entité pour évaluer un système de population de base de connaissances de bout en bout.	Dans cet article, nous décrivons une méthode centrée sur l'entité pour évaluer un système de peuplement de base de connaissances de bout en bout.
3937780	15823	5	This evaluation is applied to ELROND, a complete system designed as a workflow composed of 4 modules (Named Entity Recognition, Coreference Resolution, Relation Extraction and Entity Linking) and MERIT, a dynamic entity linking model made of a textual encoder to retrieve similar entities and a classifier.	Cette évaluation s'applique à ELROND, un système complet conçu comme un workflow composé de 4 modules (Named Entity Recognition, Corference Resolution, Relation Extraction and Entity Linking) et MERIT, un modèle dynamique de liaison d'entités constitué d'un codeur textuel pour récupérer des entités similaires et d'un classificateur.	Cette évaluation s'applique à ELROND, un système complet conçu comme un flux de travail composé de 4 modules (reconnaissance des entités nommées, résolution des coréférences, extraction de relations et liage d'entités) et MERIT, un modèle dynamique de liage d'entités constitué d'un encodeur textuel pour récupérer des entités similaires et d'un classificateur.
1425724	4948	0	ReadME generation from an OWL ontology describing NLP tools	Génération ReadME à partir d'une ontologie OWL décrivant les outils NLP	Génération ReadME à partir d'une ontologie OWL décrivant les outils TAL
1425724	4948	1	The paper deals with the generation of ReadME files from an ontology-based description of NLP tool.	L'article traite de la génération de fichiers ReadME à partir d'une description ontologique de l'outil NLP.	L'article traite de la génération de fichiers ReadME à partir d'une description ontologique de l'outil TAL.
1425724	4948	2	ReadME files are structured and organised according to properties defined in the ontology.	Les fichiers ReadME sont structurés et organisés en fonction des propriétés définies dans l'ontologie.	Les fichiers ReadME sont structurés et organisés en fonction des propriétés définies dans l'ontologie.
1425724	4948	3	One of the problem is being able to deal with multilingual generation of texts.	L'un des problèmes est de pouvoir traiter la génération multilingue de textes.	L'un des problèmes principaux est de pouvoir traiter la génération multilingue de textes.
1425724	4948	4	To do so, we propose to map the ontol-ogy elements to multilingual knowledge defined in a SKOS ontology.	Pour ce faire, nous proposons de mettre en correspondance les éléments d'ontologie avec des connaissances multilingues définies dans une ontologie SKOS.	Pour ce faire, nous proposons de mettre en correspondance les éléments d'ontologie avec des connaissances multilingues définies dans une ontologie SKOS.
1445141	1513	0	LELIO: an auto-adaptative system to acquire domain lexical knowledge in technical texts	LELIO: un système auto-adaptatif pour acquérir des connaissances lexicales de domaine dans les textes techniques	LELIO : un système auto-adaptatif pour acquérir des connaissances lexicales de domaine dans les textes techniques
1445141	1513	1	In this paper, we investigate some language acquisition facets of an auto-adaptative system that can automatically acquire most of the relevant lexical knowledge and authoring practices for an application in a given domain.	Dans cet article, nous étudions certaines facettes de l’acquisition de langage d’un système auto-adaptatif qui peut automatiquement acquérir la plupart des connaissances lexicales pertinentes et des pratiques de création pour une application dans un domaine donné.	Dans cet article, nous étudions certaines facettes de l’acquisition du langage par un système auto-adaptatif qui peut automatiquement acquérir la plupart des connaissances lexicales pertinentes et des pratiques de création pour une application dans un domaine donné.
1445141	1513	2	This is the LELIO project: producing customized LELIE solutions.	Voici le projet LELIO: produire des solutions LELIE personnalisées.	Voici le projet LELIO : produire des solutions LELIE personnalisées.
1445141	1513	3	Our goal, within the framework of LELIE (a system that tags language uses that do not follow the Constrained Natural Language principles), is to automate the long, costly and error prone lexical customization of LELIE to a given application domain.	Notre objectif, dans le cadre de LELIE (un système qui balise les langages qui ne suivent pas les principes du langage naturel limité), est d’automatiser la personnalisation lexicale longue, coûteuse et sujette aux erreurs de LELIE sur un domaine d’application donné.	Notre objectif, dans le cadre de LELIE (un système qui étiquette les utilisations du langage qui ne suivent pas les principes du langage naturel limité), est d’automatiser la personnalisation lexicale longue, coûteuse et sujette aux erreurs de LELIE sur un domaine d’application donné.
1445141	1513	4	Technical texts being relatively restricted in terms of syntax and lexicon, results obtained show that this approach is feasible and relatively reliable.	Les textes techniques étant relativement limités en termes de syntaxe et de lexique, les résultats obtenus montrent que cette approche est réalisable et relativement fiable.	Les textes techniques étant relativement limités en termes de syntaxe et de lexique, les résultats obtenus montrent que cette approche est réalisable et relativement fiable.
1445141	1513	5	By auto-adaptative, we mean that the system learns from a sample of the application corpus the various lexical terms and uses crucial for LELIE to work properly (e.g. verb uses, fuzzy terms, business terms, stylistic patterns).	Par auto-adaptatif, nous voulons dire que le système apprend à partir d’un échantillon de corpus d’applications les différents termes lexicals et utilise des termes essentiels pour que LELIE fonctionne correctement (par exemple, usages de verbes, termes flous, termes commerciaux, motifs stylistiques).	Par auto-adaptatif, nous voulons dire que le système apprend à partir d’un échantillon de corpus d’applications les différents termes lexicaux et utilise des termes essentiels pour que LELIE fonctionne correctement (par exemple, utilisation des verbes, termes flous, termes commerciaux, motifs stylistiques).
1445141	1513	6	A technical writer validation method is developed at each step of the acquisition.	Une méthode de validation technique est développée à chaque étape de l’acquisition.	Une méthode de validation technique est développée à chaque étape de l’acquisition.
3942072	18711	0	Theorizing Wolf Warrior Public Diplomacy: A Renewal or an Innovation of China’s Foreign Propaganda?	Théoriser la diplomatie publique des guerriers-loups : Un renouvellement ou une innovation de la propagande étrangère de la Chine ?	Théoriser la diplomatie du loup guerrier : Un renouvellement ou une innovation de la propagande étrangère de la Chine ?
3942072	18711	1	Suppose China has long adhered to the “tolerance and patience” foreign policy to ensure its “calm and low profile” in geopolitics.	"Supposons que la Chine adhère depuis longtemps à la politique étrangère de ""tolérance et de patience"" pour garantir son ""calme et sa discrétion"" en géopolitique."	Supposons que la Chine adhère depuis longtemps à la politique étrangère de &quot;tolérance et de patience&quot; pour garantir son &quot;calme et sa discrétion&quot; en géopolitique.
3942072	18711	2	In that case, the rise of “wolf warrior public diplomacy (WWPD)” is analyzed by outsiders as Beijing’s one of critical strategic options for challenging the existing geopolitical pattern and order in the international public opinion field by exploiting the globalized crisis.	"Dans ce cas, la montée en puissance de la ""wolf warrior public diplomacy (WWPD)"" est analysée par les observateurs extérieurs comme l'une des options stratégiques critiques de Pékin pour remettre en question le modèle et l'ordre géopolitiques existants dans le domaine de l'opinion publique internationale en exploitant la crise mondialisée."	Dans ce cas, la montée en puissance de la &quot;diplomatie du loup guerrier&quot; est analysée par les observateurs extérieurs comme l'une des options stratégiques critiques de Pékin pour remettre en question le modèle et l'ordre géopolitiques existants dans le domaine de l'opinion publique internationale en exploitant la crise mondiale.
3942072	18711	3	Recent scholarly writing has turned its attention to Beijing’s aggressive diplomatic actions on social media.	Des travaux universitaires récents se sont intéressés aux actions diplomatiques agressives de Pékin sur les médias sociaux.	Des travaux universitaires récents se sont intéressés aux actions diplomatiques agressives de Pékin sur les médias sociaux.
3942072	18711	4	Nevertheless, these exploratory studies are often limited to a specific case or region.	Néanmoins, ces études exploratoires se limitent souvent à un cas ou à une région spécifique.	Néanmoins, ces études exploratoires se limitent souvent à un cas ou à une région spécifique.
3942072	18711	5	This study attempts to theorize the terminology of WWPD from both the perspective of international communication and the Chinese political institutions.	Cette étude tente de théoriser la terminologie du WWPD du point de vue de la communication internationale et des institutions politiques chinoises.	Cette étude tente de théoriser la terminologie de la diplomatie du loup guerrier du point de vue de la communication internationale et des institutions politiques chinoises.
3942072	18711	6	We consider Wolf Warrior refers to a well-planned strategic communication option that has been rooted in the CPC’s propagandist doctrine.	Nous considérons que Wolf Warrior fait référence à une option de communication stratégique bien planifiée, ancrée dans la doctrine propagandiste du PCC.	Nous considérons que cette notion fait référence à une option de communication stratégique bien planifiée, ancrée dans la doctrine propagandiste du PCC.
3942072	18711	7	To defend this idea, first, we will discuss the root of the term WWPD and how the Chinese government has rationalized and legitimated it in institutional discourses.	Pour défendre cette idée, nous examinerons tout d'abord l'origine du terme WWPD et la manière dont le gouvernement chinois l'a rationalisé et légitimé dans les discours institutionnels.	Pour défendre cette idée, nous examinerons tout d'abord l'origine du terme &quot;diplomatie du loup guerrier&quot; et la manière dont le gouvernement chinois l'a rationalisé et légitimé dans les discours institutionnels.
3942072	18711	8	Second, the study will analyze the communication logics of China’s digital WWPD.	Deuxièmement, l'étude analysera les logiques de communication de la WWPD numérique chinoise.	Deuxièmement, l'étude analysera les logiques de communication de la diplomatie du loup guerrier numérique chinoise.
3942072	18711	9	Third, we aim to interpret the role and position of Chinese diplomats in their WWPD practices by analyzing their narratives and rhetoric during the pandemic time.	Troisièmement, nous visons à interpréter le rôle et la position des diplomates chinois dans leurs pratiques de la WWPD en analysant leurs récits et leur rhétorique pendant la période de la pandémie.	Troisièmement, nous visons à interpréter le rôle et la position des diplomates chinois dans leurs pratiques de la diplomatie du loup guerrier en analysant leurs récits et leur rhétorique durant la pandémie.
3714189	16444	0	Calor-Dial : a corpus for Conversational Question Answering on French encyclopedic documents	Calor-Dial : un corpus pour la réponse aux questions de conversation sur les documents encyclopédiques français	Calor-Dial : un corpus pour la réponse aux questions en conversation sur des documents encyclopédiques français
