id_hal,Translation_id,Postedit_id,line_id,source,translation,postedition,translation_tokenized,translation_word_offset,postedition_tokenized,postedition_word_offset
3812319,813,329,1,"Evaluating bias, fairness, and social impact in monolingual language models is a difficult task.","L’évaluation des préjugés, de l’équité et de l’impact social dans les modèles linguistiques monolingues est une tâche difficile.","L’évaluation des biais, de l’équité et de l’impact sociétal des modèles de langue monolingues est une tâche difficile.","['L’évaluation', 'des', 'préjugés,', 'de', 'l’équité', 'et', 'de', 'l’impact', 'social', 'dans', 'les', 'modèles', 'linguistiques', 'monolingues', 'est', 'une', 'tâche', 'difficile.']","[(0, 12), (12, 16), (16, 26), (26, 29), (29, 38), (38, 41), (41, 44), (44, 53), (53, 60), (60, 65), (65, 69), (69, 77), (77, 91), (91, 103), (103, 107), (107, 111), (111, 117), (117, 128)]","['L’évaluation', 'des', 'biais,', 'de', 'l’équité', 'et', 'de', 'l’impact', 'sociétal', 'des', 'modèles', 'de', 'langue', 'monolingues', 'est', 'une', 'tâche', 'difficile.']","[(0, 12), (12, 16), (16, 23), (23, 26), (26, 35), (35, 38), (38, 41), (41, 50), (50, 59), (59, 63), (63, 71), (71, 74), (74, 81), (81, 93), (93, 97), (97, 101), (101, 107), (107, 118)]"
3812319,813,329,2,This challenge is further compounded when language modeling occurs in a multilingual context.,Ce défi est encore aggravé lorsque la modélisation linguistique se produit dans un contexte multilingue.,Le défi est d'autant plus ambitieux dans le contexte d'une modélisation multilingue.,"['Ce', 'défi', 'est', 'encore', 'aggravé', 'lorsque', 'la', 'modélisation', 'linguistique', 'se', 'produit', 'dans', 'un', 'contexte', 'multilingue.']","[(0, 2), (2, 7), (7, 11), (11, 18), (18, 26), (26, 34), (34, 37), (37, 50), (50, 63), (63, 66), (66, 74), (74, 79), (79, 82), (82, 91), (91, 104)]","['Le', 'défi', 'est', ""d'autant"", 'plus', 'ambitieux', 'dans', 'le', 'contexte', ""d'une"", 'modélisation', 'multilingue.']","[(0, 2), (2, 7), (7, 11), (11, 20), (20, 25), (25, 35), (35, 40), (40, 43), (43, 52), (52, 58), (58, 71), (71, 84)]"
3812319,813,329,3,"Considering the implication of evaluation biases for large multilingual language models, we situate the discussion of bias evaluation within a wider context of social scientific research with computational work.","Compte tenu de l’implication des biais d’évaluation pour les grands modèles linguistiques multilingues, nous situons la discussion de l’évaluation des biais dans un contexte plus large de recherche scientifique sociale avec des travaux de calcul.","Compte tenu de l’enjeu que représente l'évaluation des biais dans les grands modèles de langue multilingues, nous positionnons la discussion de l’évaluation des biais dans le contexte plus large d'une recherche scientifique impactant la société par le numérique.","['Compte', 'tenu', 'de', 'l’implication', 'des', 'biais', 'd’évaluation', 'pour', 'les', 'grands', 'modèles', 'linguistiques', 'multilingues,', 'nous', 'situons', 'la', 'discussion', 'de', 'l’évaluation', 'des', 'biais', 'dans', 'un', 'contexte', 'plus', 'large', 'de', 'recherche', 'scientifique', 'sociale', 'avec', 'des', 'travaux', 'de', 'calcul.']","[(0, 6), (6, 11), (11, 14), (14, 28), (28, 32), (32, 38), (38, 51), (51, 56), (56, 60), (60, 67), (67, 75), (75, 89), (89, 103), (103, 108), (108, 116), (116, 119), (119, 130), (130, 133), (133, 146), (146, 150), (150, 156), (156, 161), (161, 164), (164, 173), (173, 178), (178, 184), (184, 187), (187, 197), (197, 210), (210, 218), (218, 223), (223, 227), (227, 235), (235, 238), (238, 246)]","['Compte', 'tenu', 'de', 'l’enjeu', 'que', 'représente', ""l'évaluation"", 'des', 'biais', 'dans', 'les', 'grands', 'modèles', 'de', 'langue', 'multilingues,', 'nous', 'positionnons', 'la', 'discussion', 'de', 'l’évaluation', 'des', 'biais', 'dans', 'le', 'contexte', 'plus', 'large', ""d'une"", 'recherche', 'scientifique', 'impactant', 'la', 'société', 'par', 'le', 'numérique.']","[(0, 6), (6, 11), (11, 14), (14, 22), (22, 26), (26, 37), (37, 50), (50, 54), (54, 60), (60, 65), (65, 69), (69, 76), (76, 84), (84, 87), (87, 94), (94, 108), (108, 113), (113, 126), (126, 129), (129, 140), (140, 143), (143, 156), (156, 160), (160, 166), (166, 171), (171, 174), (174, 183), (183, 188), (188, 194), (194, 200), (200, 210), (210, 223), (223, 233), (233, 236), (236, 244), (244, 248), (248, 251), (251, 262)]"
3812319,813,329,4,We highlight three dimensions of developing multilingual bias evaluation frameworks:,Nous soulignons trois dimensions de l’élaboration de cadres d’évaluation des biais multilingues:,Nous soulignons trois dimensions de l’élaboration de cadres d’évaluation multilingues des biais :,"['Nous', 'soulignons', 'trois', 'dimensions', 'de', 'l’élaboration', 'de', 'cadres', 'd’évaluation', 'des', 'biais', 'multilingues:']","[(0, 4), (4, 15), (15, 21), (21, 32), (32, 35), (35, 49), (49, 52), (52, 59), (59, 72), (72, 76), (76, 82), (82, 96)]","['Nous', 'soulignons', 'trois', 'dimensions', 'de', 'l’élaboration', 'de', 'cadres', 'd’évaluation', 'multilingues', 'des', 'biais', ':']","[(0, 4), (4, 15), (15, 21), (21, 32), (32, 35), (35, 49), (49, 52), (52, 59), (59, 72), (72, 85), (85, 89), (89, 95), (95, 97)]"
3812319,813,329,5,"(1) increasing transparency through documentation, (2) expanding targets of bias beyond gender, and (3) addressing cultural differences that exist between languages.","1) accroître la transparence grâce à la documentation, 2) élargir les cibles de préjugés au-delà du sexe, et (3) traiter les différences culturelles qui existent entre les langues.","1) améliorer la transparence grâce à la documentation, 2) élargir le spectre des stéréotypes étudiés au-delà du genre, et (3) prendre en compte les différences culturelles qui existent entre les langues.","['1)', 'accroître', 'la', 'transparence', 'grâce', 'à', 'la', 'documentation,', '2)', 'élargir', 'les', 'cibles', 'de', 'préjugés', 'au-delà', 'du', 'sexe,', 'et', '(3)', 'traiter', 'les', 'différences', 'culturelles', 'qui', 'existent', 'entre', 'les', 'langues.']","[(0, 2), (2, 12), (12, 15), (15, 28), (28, 34), (34, 36), (36, 39), (39, 54), (54, 57), (57, 65), (65, 69), (69, 76), (76, 79), (79, 88), (88, 96), (96, 99), (99, 105), (105, 108), (108, 112), (112, 120), (120, 124), (124, 136), (136, 148), (148, 152), (152, 161), (161, 167), (167, 171), (171, 180)]","['1)', 'améliorer', 'la', 'transparence', 'grâce', 'à', 'la', 'documentation,', '2)', 'élargir', 'le', 'spectre', 'des', 'stéréotypes', 'étudiés', 'au-delà', 'du', 'genre,', 'et', '(3)', 'prendre', 'en', 'compte', 'les', 'différences', 'culturelles', 'qui', 'existent', 'entre', 'les', 'langues.']","[(0, 2), (2, 12), (12, 15), (15, 28), (28, 34), (34, 36), (36, 39), (39, 54), (54, 57), (57, 65), (65, 68), (68, 76), (76, 80), (80, 92), (92, 100), (100, 108), (108, 111), (111, 118), (118, 121), (121, 125), (125, 133), (133, 136), (136, 143), (143, 147), (147, 159), (159, 171), (171, 175), (175, 184), (184, 190), (190, 194), (194, 203)]"
3812319,813,329,6,We further discuss the power dynamics and consequences of training large language models and recommend that researchers remain cognizant of the ramifications of developing such technologies.,Nous discutons en outre de la dynamique de puissance et des conséquences de la formation de grands modèles linguistiques et recommandons aux chercheurs de rester conscients des ramifications du développement de telles technologies.,Nous discutons en outre de la dynamique de pouvoir et des conséquences de l'entraînement de grands modèles de langue; nous recommandons aux chercheurs de rester conscients des ramifications du développement de telles technologies.,"['Nous', 'discutons', 'en', 'outre', 'de', 'la', 'dynamique', 'de', 'puissance', 'et', 'des', 'conséquences', 'de', 'la', 'formation', 'de', 'grands', 'modèles', 'linguistiques', 'et', 'recommandons', 'aux', 'chercheurs', 'de', 'rester', 'conscients', 'des', 'ramifications', 'du', 'développement', 'de', 'telles', 'technologies.']","[(0, 4), (4, 14), (14, 17), (17, 23), (23, 26), (26, 29), (29, 39), (39, 42), (42, 52), (52, 55), (55, 59), (59, 72), (72, 75), (75, 78), (78, 88), (88, 91), (91, 98), (98, 106), (106, 120), (120, 123), (123, 136), (136, 140), (140, 151), (151, 154), (154, 161), (161, 172), (172, 176), (176, 190), (190, 193), (193, 207), (207, 210), (210, 217), (217, 231)]","['Nous', 'discutons', 'en', 'outre', 'de', 'la', 'dynamique', 'de', 'pouvoir', 'et', 'des', 'conséquences', 'de', ""l'entraînement"", 'de', 'grands', 'modèles', 'de', 'langue;', 'nous', 'recommandons', 'aux', 'chercheurs', 'de', 'rester', 'conscients', 'des', 'ramifications', 'du', 'développement', 'de', 'telles', 'technologies.']","[(0, 4), (4, 14), (14, 17), (17, 23), (23, 26), (26, 29), (29, 39), (39, 42), (42, 50), (50, 53), (53, 57), (57, 70), (70, 73), (73, 88), (88, 91), (91, 98), (98, 106), (106, 109), (109, 117), (117, 122), (122, 135), (135, 139), (139, 150), (150, 153), (153, 160), (160, 171), (171, 175), (175, 189), (189, 192), (192, 206), (206, 209), (209, 216), (216, 230)]"
1960962,7520,104,0,Continuous space translation models with neural networks,Modèles de traduction dans l'espace continu avec des réseaux neuronaux,Modèles de traduction dans l'espace continu avec des réseaux neuronaux,"['Modèles', 'de', 'traduction', 'dans', ""l'espace"", 'continu', 'avec', 'des', 'réseaux', 'neuronaux']","[(0, 7), (7, 10), (10, 21), (21, 26), (26, 35), (35, 43), (43, 48), (48, 52), (52, 60), (60, 70)]","['Modèles', 'de', 'traduction', 'dans', ""l'espace"", 'continu', 'avec', 'des', 'réseaux', 'neuronaux']","[(0, 7), (7, 10), (10, 21), (21, 26), (26, 35), (35, 43), (43, 48), (48, 52), (52, 60), (60, 70)]"
1960962,7520,104,1,The use of conventional maximum likelihood estimates hinders the performance of existing phrase-based translation models.,L'utilisation d'estimations conventionnelles du maximum de vraisemblance entrave les performances des modèles de traduction basés sur les phrases existants.,L'utilisation des estimateurs conventionnels du maximum de vraisemblance limite les performances des modèles de traduction actuels basés sur les segments.,"[""L'utilisation"", ""d'estimations"", 'conventionnelles', 'du', 'maximum', 'de', 'vraisemblance', 'entrave', 'les', 'performances', 'des', 'modèles', 'de', 'traduction', 'basés', 'sur', 'les', 'phrases', 'existants.']","[(0, 13), (13, 27), (27, 44), (44, 47), (47, 55), (55, 58), (58, 72), (72, 80), (80, 84), (84, 97), (97, 101), (101, 109), (109, 112), (112, 123), (123, 129), (129, 133), (133, 137), (137, 145), (145, 156)]","[""L'utilisation"", 'des', 'estimateurs', 'conventionnels', 'du', 'maximum', 'de', 'vraisemblance', 'limite', 'les', 'performances', 'des', 'modèles', 'de', 'traduction', 'actuels', 'basés', 'sur', 'les', 'segments.']","[(0, 13), (13, 17), (17, 29), (29, 44), (44, 47), (47, 55), (55, 58), (58, 72), (72, 79), (79, 83), (83, 96), (96, 100), (100, 108), (108, 111), (111, 122), (122, 130), (130, 136), (136, 140), (140, 144), (144, 154)]"
1960962,7520,104,2,"For lack of sufficient training data, most models only consider a small amount of context.","Faute de données d'apprentissage suffisantes, la plupart des modèles ne prennent en compte qu'une petite partie du contexte.","Faute de données d'apprentissage suffisantes, la plupart des modèles ne prennent en compte qu'une petite partie du contexte.","['Faute', 'de', 'données', ""d'apprentissage"", 'suffisantes,', 'la', 'plupart', 'des', 'modèles', 'ne', 'prennent', 'en', 'compte', ""qu'une"", 'petite', 'partie', 'du', 'contexte.']","[(0, 5), (5, 8), (8, 16), (16, 32), (32, 45), (45, 48), (48, 56), (56, 60), (60, 68), (68, 71), (71, 80), (80, 83), (83, 90), (90, 97), (97, 104), (104, 111), (111, 114), (114, 124)]","['Faute', 'de', 'données', ""d'apprentissage"", 'suffisantes,', 'la', 'plupart', 'des', 'modèles', 'ne', 'prennent', 'en', 'compte', ""qu'une"", 'petite', 'partie', 'du', 'contexte.']","[(0, 5), (5, 8), (8, 16), (16, 32), (32, 45), (45, 48), (48, 56), (56, 60), (60, 68), (68, 71), (71, 80), (80, 83), (83, 90), (90, 97), (97, 104), (104, 111), (111, 114), (114, 124)]"
1960962,7520,104,3,"As a partial remedy, we explore here several continuous space translation models, where translation probabilities are estimated using a continuous representation of translation units in lieu of standard discrete representations.","Pour y remédier partiellement, nous explorons ici plusieurs modèles de traduction à espace continu, dans lesquels les probabilités de traduction sont estimées à l'aide d'une représentation continue des unités de traduction au lieu des représentations discrètes standard.","Pour y remédier partiellement, nous explorons ici plusieurs modèles de traduction neuronaux, dans lesquels les probabilités de traduction sont estimées à l'aide d'une représentation continue des unités de traduction, au lieu des représentations discrètes standard.","['Pour', 'y', 'remédier', 'partiellement,', 'nous', 'explorons', 'ici', 'plusieurs', 'modèles', 'de', 'traduction', 'à', 'espace', 'continu,', 'dans', 'lesquels', 'les', 'probabilités', 'de', 'traduction', 'sont', 'estimées', 'à', ""l'aide"", ""d'une"", 'représentation', 'continue', 'des', 'unités', 'de', 'traduction', 'au', 'lieu', 'des', 'représentations', 'discrètes', 'standard.']","[(0, 4), (4, 6), (6, 15), (15, 30), (30, 35), (35, 45), (45, 49), (49, 59), (59, 67), (67, 70), (70, 81), (81, 83), (83, 90), (90, 99), (99, 104), (104, 113), (113, 117), (117, 130), (130, 133), (133, 144), (144, 149), (149, 158), (158, 160), (160, 167), (167, 173), (173, 188), (188, 197), (197, 201), (201, 208), (208, 211), (211, 222), (222, 225), (225, 230), (230, 234), (234, 250), (250, 260), (260, 270)]","['Pour', 'y', 'remédier', 'partiellement,', 'nous', 'explorons', 'ici', 'plusieurs', 'modèles', 'de', 'traduction', 'neuronaux,', 'dans', 'lesquels', 'les', 'probabilités', 'de', 'traduction', 'sont', 'estimées', 'à', ""l'aide"", ""d'une"", 'représentation', 'continue', 'des', 'unités', 'de', 'traduction,', 'au', 'lieu', 'des', 'représentations', 'discrètes', 'standard.']","[(0, 4), (4, 6), (6, 15), (15, 30), (30, 35), (35, 45), (45, 49), (49, 59), (59, 67), (67, 70), (70, 81), (81, 92), (92, 97), (97, 106), (106, 110), (110, 123), (123, 126), (126, 137), (137, 142), (142, 151), (151, 153), (153, 160), (160, 166), (166, 181), (181, 190), (190, 194), (194, 201), (201, 204), (204, 216), (216, 219), (219, 224), (224, 228), (228, 244), (244, 254), (254, 264)]"
1960962,7520,104,4,"In order to handle a large set of translation units, these representations and the associated estimates are jointly computed using a multi-layer neural network with a SOUL architecture.","Afin de traiter un grand nombre d'unités de traduction, ces représentations et les estimations associées sont calculées conjointement à l'aide d'un réseau neuronal multicouche doté d'une architecture SOUL.","Afin de traiter un grand nombre d'unités de traduction, ces représentations et les paramètres associés sont calculés conjointement à l'aide d'un réseau neuronal multicouche doté d'une architecture SOUL.","['Afin', 'de', 'traiter', 'un', 'grand', 'nombre', ""d'unités"", 'de', 'traduction,', 'ces', 'représentations', 'et', 'les', 'estimations', 'associées', 'sont', 'calculées', 'conjointement', 'à', ""l'aide"", ""d'un"", 'réseau', 'neuronal', 'multicouche', 'doté', ""d'une"", 'architecture', 'SOUL.']","[(0, 4), (4, 7), (7, 15), (15, 18), (18, 24), (24, 31), (31, 40), (40, 43), (43, 55), (55, 59), (59, 75), (75, 78), (78, 82), (82, 94), (94, 104), (104, 109), (109, 119), (119, 133), (133, 135), (135, 142), (142, 147), (147, 154), (154, 163), (163, 175), (175, 180), (180, 186), (186, 199), (199, 205)]","['Afin', 'de', 'traiter', 'un', 'grand', 'nombre', ""d'unités"", 'de', 'traduction,', 'ces', 'représentations', 'et', 'les', 'paramètres', 'associés', 'sont', 'calculés', 'conjointement', 'à', ""l'aide"", ""d'un"", 'réseau', 'neuronal', 'multicouche', 'doté', ""d'une"", 'architecture', 'SOUL.']","[(0, 4), (4, 7), (7, 15), (15, 18), (18, 24), (24, 31), (31, 40), (40, 43), (43, 55), (55, 59), (59, 75), (75, 78), (78, 82), (82, 93), (93, 102), (102, 107), (107, 116), (116, 130), (130, 132), (132, 139), (139, 144), (144, 151), (151, 160), (160, 172), (172, 177), (177, 183), (183, 196), (196, 202)]"
1960962,7520,104,5,"In small scale and large scale English to French experiments, we show that the resulting models can effectively be trained and used on top of a n-gram translation system, delivering significant improvements in performance.","Dans des expériences à petite et grande échelle de l'anglais vers le français, nous montrons que les modèles résultants peuvent effectivement être formés et utilisés en plus d'un système de traduction par n-grammes, offrant des améliorations significatives en termes de performance.","Dans des expériences de traduction depuis l'anglais vers le français, à petite et à grande échelle, nous montrons que les modèles résultants peuvent effectivement être entraînés et utilisés en complément d'un système de traduction par n-grammes, et permettent d'obtenir des améliorations significatives des performances.","['Dans', 'des', 'expériences', 'à', 'petite', 'et', 'grande', 'échelle', 'de', ""l'anglais"", 'vers', 'le', 'français,', 'nous', 'montrons', 'que', 'les', 'modèles', 'résultants', 'peuvent', 'effectivement', 'être', 'formés', 'et', 'utilisés', 'en', 'plus', ""d'un"", 'système', 'de', 'traduction', 'par', 'n-grammes,', 'offrant', 'des', 'améliorations', 'significatives', 'en', 'termes', 'de', 'performance.']","[(0, 4), (4, 8), (8, 20), (20, 22), (22, 29), (29, 32), (32, 39), (39, 47), (47, 50), (50, 60), (60, 65), (65, 68), (68, 78), (78, 83), (83, 92), (92, 96), (96, 100), (100, 108), (108, 119), (119, 127), (127, 141), (141, 146), (146, 153), (153, 156), (156, 165), (165, 168), (168, 173), (173, 178), (178, 186), (186, 189), (189, 200), (200, 204), (204, 215), (215, 223), (223, 227), (227, 241), (241, 256), (256, 259), (259, 266), (266, 269), (269, 282)]","['Dans', 'des', 'expériences', 'de', 'traduction', 'depuis', ""l'anglais"", 'vers', 'le', 'français,', 'à', 'petite', 'et', 'à', 'grande', 'échelle,', 'nous', 'montrons', 'que', 'les', 'modèles', 'résultants', 'peuvent', 'effectivement', 'être', 'entraînés', 'et', 'utilisés', 'en', 'complément', ""d'un"", 'système', 'de', 'traduction', 'par', 'n-grammes,', 'et', 'permettent', ""d'obtenir"", 'des', 'améliorations', 'significatives', 'des', 'performances.']","[(0, 4), (4, 8), (8, 20), (20, 23), (23, 34), (34, 41), (41, 51), (51, 56), (56, 59), (59, 69), (69, 71), (71, 78), (78, 81), (81, 83), (83, 90), (90, 99), (99, 104), (104, 113), (113, 117), (117, 121), (121, 129), (129, 140), (140, 148), (148, 162), (162, 167), (167, 177), (177, 180), (180, 189), (189, 192), (192, 203), (203, 208), (208, 216), (216, 219), (219, 230), (230, 234), (234, 245), (245, 248), (248, 259), (259, 269), (269, 273), (273, 287), (287, 302), (302, 306), (306, 320)]"
1742378,1661,145,0,LIUM Machine Translation Systems for WMT17 News Translation Task,Systèmes de traduction automatique Lium pour WMT17 Nouvelles Tâche de Traduction,Systèmes de traduction automatique du LIUM pour la tâche de traduction d'articles de presse de la conférence WMT17,"['Systèmes', 'de', 'traduction', 'automatique', 'Lium', 'pour', 'WMT17', 'Nouvelles', 'Tâche', 'de', 'Traduction']","[(0, 8), (8, 11), (11, 22), (22, 34), (34, 39), (39, 44), (44, 50), (50, 60), (60, 66), (66, 69), (69, 80)]","['Systèmes', 'de', 'traduction', 'automatique', 'du', 'LIUM', 'pour', 'la', 'tâche', 'de', 'traduction', ""d'articles"", 'de', 'presse', 'de', 'la', 'conférence', 'WMT17']","[(0, 8), (8, 11), (11, 22), (22, 34), (34, 37), (37, 42), (42, 47), (47, 50), (50, 56), (56, 59), (59, 70), (70, 81), (81, 84), (84, 91), (91, 94), (94, 97), (97, 108), (108, 114)]"
1742378,1661,145,1,"This paper describes LIUM submissions to WMT17 News Translation Task for English↔German, English↔Turkish, English→Czech and English→Latvian language pairs.","Cet article décrit les soumissions de LIUM à WMT17 News Translation Task pour l’anglais, l’allemand, l’anglais, l’anglais, le tchèque et l’anglais→langue latine.","Cet article décrit les contributions du LIUM à la tâche de traduction d'articles de presse de la conférence WMT17 pour les paires de langues anglais↔allemand, anglais↔turc, anglais→tchèque et anglais→letton.","['Cet', 'article', 'décrit', 'les', 'soumissions', 'de', 'LIUM', 'à', 'WMT17', 'News', 'Translation', 'Task', 'pour', 'l’anglais,', 'l’allemand,', 'l’anglais,', 'l’anglais,', 'le', 'tchèque', 'et', 'l’anglais→langue', 'latine.']","[(0, 3), (3, 11), (11, 18), (18, 22), (22, 34), (34, 37), (37, 42), (42, 44), (44, 50), (50, 55), (55, 67), (67, 72), (72, 77), (77, 88), (88, 100), (100, 111), (111, 122), (122, 125), (125, 133), (133, 136), (136, 153), (153, 161)]","['Cet', 'article', 'décrit', 'les', 'contributions', 'du', 'LIUM', 'à', 'la', 'tâche', 'de', 'traduction', ""d'articles"", 'de', 'presse', 'de', 'la', 'conférence', 'WMT17', 'pour', 'les', 'paires', 'de', 'langues', 'anglais↔allemand,', 'anglais↔turc,', 'anglais→tchèque', 'et', 'anglais→letton.']","[(0, 3), (3, 11), (11, 18), (18, 22), (22, 36), (36, 39), (39, 44), (44, 46), (46, 49), (49, 55), (55, 58), (58, 69), (69, 80), (80, 83), (83, 90), (90, 93), (93, 96), (96, 107), (107, 113), (113, 118), (118, 122), (122, 129), (129, 132), (132, 140), (140, 158), (158, 172), (172, 188), (188, 191), (191, 207)]"
1742378,1661,145,2,We train BPE-based attentive Neural Machine Translation systems with and without factored outputs using the open source nmtpy framework.,Nous formons des systèmes de traduction automatique neuronales attentifs basés sur BPE avec et sans sorties factorisées en utilisant le framework nmtpy open source.,"Nous avons entraîné des systèmes de traduction automatique neuronale attentifs basés sur la tokenisation BPE, avec et sans sorties factorisées, en utilisant la suite d'outils libre nmtpy.","['Nous', 'formons', 'des', 'systèmes', 'de', 'traduction', 'automatique', 'neuronales', 'attentifs', 'basés', 'sur', 'BPE', 'avec', 'et', 'sans', 'sorties', 'factorisées', 'en', 'utilisant', 'le', 'framework', 'nmtpy', 'open', 'source.']","[(0, 4), (4, 12), (12, 16), (16, 25), (25, 28), (28, 39), (39, 51), (51, 62), (62, 72), (72, 78), (78, 82), (82, 86), (86, 91), (91, 94), (94, 99), (99, 107), (107, 119), (119, 122), (122, 132), (132, 135), (135, 145), (145, 151), (151, 156), (156, 164)]","['Nous', 'avons', 'entraîné', 'des', 'systèmes', 'de', 'traduction', 'automatique', 'neuronale', 'attentifs', 'basés', 'sur', 'la', 'tokenisation', 'BPE,', 'avec', 'et', 'sans', 'sorties', 'factorisées,', 'en', 'utilisant', 'la', 'suite', ""d'outils"", 'libre', 'nmtpy.']","[(0, 4), (4, 10), (10, 19), (19, 23), (23, 32), (32, 35), (35, 46), (46, 58), (58, 68), (68, 78), (78, 84), (84, 88), (88, 91), (91, 104), (104, 109), (109, 114), (114, 117), (117, 122), (122, 130), (130, 143), (143, 146), (146, 156), (156, 159), (159, 165), (165, 174), (174, 180), (180, 187)]"
1742378,1661,145,3,Competitive scores were obtained by en-sembling various systems and exploiting the availability of target monolingual corpora for back-translation.,Des scores compétitifs ont été obtenus par l’assemblage de divers systèmes et l’exploitation de la disponibilité des corpus monolingues cibles pour la traduction en arrière.,Des scores compétitifs ont été obtenus par l’assemblage de divers systèmes et l’exploitation de la disponibilité des corpus monolingues cibles pour la rétro-traduction.,"['Des', 'scores', 'compétitifs', 'ont', 'été', 'obtenus', 'par', 'l’assemblage', 'de', 'divers', 'systèmes', 'et', 'l’exploitation', 'de', 'la', 'disponibilité', 'des', 'corpus', 'monolingues', 'cibles', 'pour', 'la', 'traduction', 'en', 'arrière.']","[(0, 3), (3, 10), (10, 22), (22, 26), (26, 30), (30, 38), (38, 42), (42, 55), (55, 58), (58, 65), (65, 74), (74, 77), (77, 92), (92, 95), (95, 98), (98, 112), (112, 116), (116, 123), (123, 135), (135, 142), (142, 147), (147, 150), (150, 161), (161, 164), (164, 173)]","['Des', 'scores', 'compétitifs', 'ont', 'été', 'obtenus', 'par', 'l’assemblage', 'de', 'divers', 'systèmes', 'et', 'l’exploitation', 'de', 'la', 'disponibilité', 'des', 'corpus', 'monolingues', 'cibles', 'pour', 'la', 'rétro-traduction.']","[(0, 3), (3, 10), (10, 22), (22, 26), (26, 30), (30, 38), (38, 42), (42, 55), (55, 58), (58, 65), (65, 74), (74, 77), (77, 92), (92, 95), (95, 98), (98, 112), (112, 116), (116, 123), (123, 135), (135, 142), (142, 147), (147, 150), (150, 168)]"
1742378,1661,145,4,The impact of back-translation quantity and quality is also analyzed for English→Turkish where our post-deadline submission surpassed the best entry by +1.6 BLEU.,"L’impact de la rétro-traduction quantitative et de la qualité est également analysé pour English→Turkish où notre soumission post-date a dépassé la meilleure entrée de + 1,6 BLEU.","L’impact de la quantité et de la qualité de la rétro-traduction a également été analysé pour la direction anglais→turc où notre contribution, soumise après la date limite, a dépassé le meilleur concurrent de + 1,6 BLEU.","['L’impact', 'de', 'la', 'rétro-traduction', 'quantitative', 'et', 'de', 'la', 'qualité', 'est', 'également', 'analysé', 'pour', 'English→Turkish', 'où', 'notre', 'soumission', 'post-date', 'a', 'dépassé', 'la', 'meilleure', 'entrée', 'de', '+', '1,6', 'BLEU.']","[(0, 8), (8, 11), (11, 14), (14, 31), (31, 44), (44, 47), (47, 50), (50, 53), (53, 61), (61, 65), (65, 75), (75, 83), (83, 88), (88, 104), (104, 107), (107, 113), (113, 124), (124, 134), (134, 136), (136, 144), (144, 147), (147, 157), (157, 164), (164, 167), (167, 169), (169, 173), (173, 179)]","['L’impact', 'de', 'la', 'quantité', 'et', 'de', 'la', 'qualité', 'de', 'la', 'rétro-traduction', 'a', 'également', 'été', 'analysé', 'pour', 'la', 'direction', 'anglais→turc', 'où', 'notre', 'contribution,', 'soumise', 'après', 'la', 'date', 'limite,', 'a', 'dépassé', 'le', 'meilleur', 'concurrent', 'de', '+', '1,6', 'BLEU.']","[(0, 8), (8, 11), (11, 14), (14, 23), (23, 26), (26, 29), (29, 32), (32, 40), (40, 43), (43, 46), (46, 63), (63, 65), (65, 75), (75, 79), (79, 87), (87, 92), (92, 95), (95, 105), (105, 118), (118, 121), (121, 127), (127, 141), (141, 149), (149, 155), (155, 158), (158, 163), (163, 171), (171, 173), (173, 181), (181, 184), (184, 193), (193, 204), (204, 207), (207, 209), (209, 213), (213, 219)]"
3932367,3166,178,0,Findings of the 2022 Conference on Machine Translation (WMT22),Conclusions de la conférence de 2022 sur la traduction automatique (WMT22),Conclusions de la conférence de 2022 sur la traduction automatique (WMT22),"['Conclusions', 'de', 'la', 'conférence', 'de', '2022', 'sur', 'la', 'traduction', 'automatique', '(WMT22)']","[(0, 11), (11, 14), (14, 17), (17, 28), (28, 31), (31, 36), (36, 40), (40, 43), (43, 54), (54, 66), (66, 74)]","['Conclusions', 'de', 'la', 'conférence', 'de', '2022', 'sur', 'la', 'traduction', 'automatique', '(WMT22)']","[(0, 11), (11, 14), (14, 17), (17, 28), (28, 31), (31, 36), (36, 40), (40, 43), (43, 54), (54, 66), (66, 74)]"
